origin,dest,lat1,lon1,lat2,lon2,value
irn,mar,32.427908,53.68804599999999,31.791702,-7.09262,2462616.0
mar,irn,31.791702,-7.09262,32.427908,53.68804599999999,2462616.0
dom,rou,18.735692999999998,-70.162651,45.943160999999996,24.96676,2457326.5
rou,dom,45.943160999999996,24.96676,18.735692999999998,-70.162651,2457326.5
nor,mdg,60.472024,8.468946,-18.766947000000002,46.869107,2452663.5
mdg,nor,-18.766947000000002,46.869107,60.472024,8.468946,2452663.5
brb,chl,13.193887,-59.543198,-35.675146999999996,-71.542969,2452487.5
chl,brb,-35.675146999999996,-71.542969,13.193887,-59.543198,2452487.5
aus,sur,-25.274398,133.775136,3.9193050000000005,-56.02778299999999,2448453.5
sur,aus,3.9193050000000005,-56.02778299999999,-25.274398,133.775136,2448453.5
lca,per,13.909444,-60.97889300000001,-9.189967,-75.015152,2447342.0
per,lca,-9.189967,-75.015152,13.909444,-60.97889300000001,2447342.0
bfa,hun,12.238333,-1.561593,47.162494,19.503304,2444860.5
hun,bfa,47.162494,19.503304,12.238333,-1.561593,2444860.5
tza,syc,-6.369028,34.888822,-4.679574,55.491977,2444479.0
syc,tza,-4.679574,55.491977,-6.369028,34.888822,2444479.0
svk,cmr,48.669026,19.699023999999998,7.369722,12.354722,2443743.5
cmr,svk,7.369722,12.354722,48.669026,19.699023999999998,2443743.5
ken,est,-0.023559,37.906193,58.595271999999994,25.013607,2442742.0
est,ken,58.595271999999994,25.013607,-0.023559,37.906193,2442742.0
lka,mdg,7.873054,80.77179699999999,-18.766947000000002,46.869107,2435966.5
mdg,lka,-18.766947000000002,46.869107,7.873054,80.77179699999999,2435966.5
swz,swe,-26.522503000000004,31.465866,60.128161,18.643501,2430853.0
swe,swz,60.128161,18.643501,-26.522503000000004,31.465866,2430853.0
bel,fji,50.503887,4.469936,-16.578193,179.414413,2420549.0
fji,bel,-16.578193,179.414413,50.503887,4.469936,2420549.0
mwi,kaz,-13.254307999999998,34.301525,48.019573,66.923684,2410081.5
kaz,mwi,48.019573,66.923684,-13.254307999999998,34.301525,2410081.5
ury,gha,-32.522779,-55.765834999999996,7.946527000000001,-1.0231940000000002,2403794.0
gha,ury,7.946527000000001,-1.0231940000000002,-32.522779,-55.765834999999996,2403794.0
lbn,kaz,33.854721000000005,35.862285,48.019573,66.923684,2391624.0
kaz,lbn,48.019573,66.923684,33.854721000000005,35.862285,2391624.0
nld,vct,52.132633,5.291266,12.984305,-61.287228000000006,2385012.5
vct,nld,12.984305,-61.287228000000006,52.132633,5.291266,2385012.5
sle,dnk,8.460555000000001,-11.779889,56.26392,9.501785,2384345.5
dnk,sle,56.26392,9.501785,8.460555000000001,-11.779889,2384345.5
guy,blz,4.860416000000001,-58.93018000000001,17.189877,-88.49765,2378484.5
blz,guy,17.189877,-88.49765,4.860416000000001,-58.93018000000001,2378484.5
tur,bwa,38.963745,35.243322,-22.328474,24.684866,2374908.0
bwa,tur,-22.328474,24.684866,38.963745,35.243322,2374908.0
phl,tza,12.879721,121.77401699999999,-6.369028,34.888822,2364603.0
tza,phl,-6.369028,34.888822,12.879721,121.77401699999999,2364603.0
irl,npl,53.41291,-8.243889999999999,28.394857000000002,84.12400799999999,2363547.0
npl,irl,28.394857000000002,84.12400799999999,53.41291,-8.243889999999999,2363547.0
svn,pry,46.151241,14.995463,-23.442503,-58.44383199999999,2349406.0
pry,svn,-23.442503,-58.44383199999999,46.151241,14.995463,2349406.0
vct,deu,12.984305,-61.287228000000006,51.165690999999995,10.451526,2342748.0
deu,vct,51.165690999999995,10.451526,12.984305,-61.287228000000006,2342748.0
col,atg,4.570868,-74.297333,17.060816,-61.796428000000006,2339780.0
atg,col,17.060816,-61.796428000000006,4.570868,-74.297333,2339780.0
cyp,alb,35.126413,33.429859,41.153332,20.168331,2334865.5
alb,cyp,41.153332,20.168331,35.126413,33.429859,2334865.5
tza,svk,-6.369028,34.888822,48.669026,19.699023999999998,2324228.5
svk,tza,48.669026,19.699023999999998,-6.369028,34.888822,2324228.5
cmr,ben,7.369722,12.354722,9.30769,2.315834,2314787.0
ben,cmr,9.30769,2.315834,7.369722,12.354722,2314787.0
egy,cri,26.820553000000004,30.802497999999996,9.748917,-83.753428,2309130.5
cri,egy,9.748917,-83.753428,26.820553000000004,30.802497999999996,2309130.5
svk,hnd,48.669026,19.699023999999998,15.199998999999998,-86.241905,2301562.5
hnd,svk,15.199998999999998,-86.241905,48.669026,19.699023999999998,2301562.5
kgz,pak,41.20438,74.766098,30.375321000000003,69.345116,2301485.5
pak,kgz,30.375321000000003,69.345116,41.20438,74.766098,2301485.5
mwi,rou,-13.254307999999998,34.301525,45.943160999999996,24.96676,2295968.0
rou,mwi,45.943160999999996,24.96676,-13.254307999999998,34.301525,2295968.0
per,gmb,-9.189967,-75.015152,13.443182,-15.310139000000001,2293680.5
gmb,per,13.443182,-15.310139000000001,-9.189967,-75.015152,2293680.5
fin,npl,61.92411,25.748151,28.394857000000002,84.12400799999999,2292247.0
npl,fin,28.394857000000002,84.12400799999999,61.92411,25.748151,2292247.0
mdv,swe,3.202778,73.22068,60.128161,18.643501,2289149.0
swe,mdv,60.128161,18.643501,3.202778,73.22068,2289149.0
bdi,kor,-3.3730559999999996,29.918885999999997,35.907757000000004,127.766922,2272959.5
kor,bdi,35.907757000000004,127.766922,-3.3730559999999996,29.918885999999997,2272959.5
lso,bra,-29.609988,28.233608,-14.235004,-51.92528,2267079.5
bra,lso,-14.235004,-51.92528,-29.609988,28.233608,2267079.5
isl,cri,64.96305100000001,-19.020835,9.748917,-83.753428,2257536.5
cri,isl,9.748917,-83.753428,64.96305100000001,-19.020835,2257536.5
irl,mrt,53.41291,-8.243889999999999,21.00789,-10.940835,2255193.0
mrt,irl,21.00789,-10.940835,53.41291,-8.243889999999999,2255193.0
gmb,dnk,13.443182,-15.310139000000001,56.26392,9.501785,2252471.0
dnk,gmb,56.26392,9.501785,13.443182,-15.310139000000001,2252471.0
cpv,gbr,16.002082,-24.013197,55.378051,-3.435973,2250135.5
gbr,cpv,55.378051,-3.435973,16.002082,-24.013197,2250135.5
aut,bfa,47.516231,14.550072,12.238333,-1.561593,2249498.0
bfa,aut,12.238333,-1.561593,47.516231,14.550072,2249498.0
lka,lux,7.873054,80.77179699999999,49.815273,6.129583,2248357.0
lux,lka,49.815273,6.129583,7.873054,80.77179699999999,2248357.0
bmu,brb,32.321384,-64.75737,13.193887,-59.543198,2242713.5
brb,bmu,13.193887,-59.543198,32.321384,-64.75737,2242713.5
sle,sgp,8.460555000000001,-11.779889,1.352083,103.819836,2240156.0
sgp,sle,1.352083,103.819836,8.460555000000001,-11.779889,2240156.0
phl,plw,12.879721,121.77401699999999,7.51498,134.58252,2238741.0
plw,phl,7.51498,134.58252,12.879721,121.77401699999999,2238741.0
mli,hun,17.570692,-3.9961660000000006,47.162494,19.503304,2237880.5
hun,mli,47.162494,19.503304,17.570692,-3.9961660000000006,2237880.5
geo,nzl,42.315407,43.356891999999995,-40.900557,174.88597099999998,2231581.0
nzl,geo,-40.900557,174.88597099999998,42.315407,43.356891999999995,2231581.0
col,isl,4.570868,-74.297333,64.96305100000001,-19.020835,2229401.5
isl,col,64.96305100000001,-19.020835,4.570868,-74.297333,2229401.5
sur,kor,3.9193050000000005,-56.02778299999999,35.907757000000004,127.766922,2223714.5
kor,sur,35.907757000000004,127.766922,3.9193050000000005,-56.02778299999999,2223714.5
nga,phl,9.081999,8.675277000000001,12.879721,121.77401699999999,2215965.5
phl,nga,12.879721,121.77401699999999,9.081999,8.675277000000001,2215965.5
bel,lso,50.503887,4.469936,-29.609988,28.233608,2210614.0
lso,bel,-29.609988,28.233608,50.503887,4.469936,2210614.0
prt,zmb,39.399871999999995,-8.224454,-13.133897,27.849332,2206613.0
zmb,prt,-13.133897,27.849332,39.399871999999995,-8.224454,2206613.0
cri,bgr,9.748917,-83.753428,42.733883,25.48583,2206513.0
bgr,cri,42.733883,25.48583,9.748917,-83.753428,2206513.0
hnd,brb,15.199998999999998,-86.241905,13.193887,-59.543198,2201329.5
brb,hnd,13.193887,-59.543198,15.199998999999998,-86.241905,2201329.5
col,kaz,4.570868,-74.297333,48.019573,66.923684,2200711.5
kaz,col,48.019573,66.923684,4.570868,-74.297333,2200711.5
tun,gmb,33.886917,9.537499,13.443182,-15.310139000000001,2192812.5
gmb,tun,13.443182,-15.310139000000001,33.886917,9.537499,2192812.5
pry,bgr,-23.442503,-58.44383199999999,42.733883,25.48583,2189182.0
bgr,pry,42.733883,25.48583,-23.442503,-58.44383199999999,2189182.0
pry,est,-23.442503,-58.44383199999999,58.595271999999994,25.013607,2185770.5
est,pry,58.595271999999994,25.013607,-23.442503,-58.44383199999999,2185770.5
bra,wsm,-14.235004,-51.92528,-13.759029,-172.10462900000002,2182634.0
wsm,bra,-13.759029,-172.10462900000002,-14.235004,-51.92528,2182634.0
syc,dza,-4.679574,55.491977,28.033886,1.6596259999999998,2181947.0
dza,syc,28.033886,1.6596259999999998,-4.679574,55.491977,2181947.0
brb,irl,13.193887,-59.543198,53.41291,-8.243889999999999,2180493.0
irl,brb,53.41291,-8.243889999999999,13.193887,-59.543198,2180493.0
cyp,bwa,35.126413,33.429859,-22.328474,24.684866,2177898.5
bwa,cyp,-22.328474,24.684866,35.126413,33.429859,2177898.5
gmb,pol,13.443182,-15.310139000000001,51.919438,19.145135999999997,2176820.0
pol,gmb,51.919438,19.145135999999997,13.443182,-15.310139000000001,2176820.0
lbn,bfa,33.854721000000005,35.862285,12.238333,-1.561593,2176137.5
bfa,lbn,12.238333,-1.561593,33.854721000000005,35.862285,2176137.5
che,atg,46.818188,8.227511999999999,17.060816,-61.796428000000006,2169161.0
atg,che,17.060816,-61.796428000000006,46.818188,8.227511999999999,2169161.0
per,hrv,-9.189967,-75.015152,45.1,15.2,2164948.5
hrv,per,45.1,15.2,-9.189967,-75.015152,2164948.5
lux,lbn,49.815273,6.129583,33.854721000000005,35.862285,2161124.5
lbn,lux,33.854721000000005,35.862285,49.815273,6.129583,2161124.5
kna,kor,17.357822,-62.782998,35.907757000000004,127.766922,2157839.5
kor,kna,35.907757000000004,127.766922,17.357822,-62.782998,2157839.5
pol,sur,51.919438,19.145135999999997,3.9193050000000005,-56.02778299999999,2150905.5
sur,pol,3.9193050000000005,-56.02778299999999,51.919438,19.145135999999997,2150905.5
col,blz,4.570868,-74.297333,17.189877,-88.49765,2136586.0
blz,col,17.189877,-88.49765,4.570868,-74.297333,2136586.0
gha,jor,7.946527000000001,-1.0231940000000002,30.585164000000002,36.238414,2129281.0
jor,gha,30.585164000000002,36.238414,7.946527000000001,-1.0231940000000002,2129281.0
jor,lva,30.585164000000002,36.238414,56.879635,24.603189,2122338.0
lva,jor,56.879635,24.603189,30.585164000000002,36.238414,2122338.0
lka,dza,7.873054,80.77179699999999,28.033886,1.6596259999999998,2120821.0
dza,lka,28.033886,1.6596259999999998,7.873054,80.77179699999999,2120821.0
kwt,geo,29.311659999999996,47.481766,42.315407,43.356891999999995,2116263.0
geo,kwt,42.315407,43.356891999999995,29.311659999999996,47.481766,2116263.0
phl,bol,12.879721,121.77401699999999,-16.290154,-63.588653,2107379.5
bol,phl,-16.290154,-63.588653,12.879721,121.77401699999999,2107379.5
ukr,gmb,48.379433,31.16558,13.443182,-15.310139000000001,2106425.5
gmb,ukr,13.443182,-15.310139000000001,48.379433,31.16558,2106425.5
swe,tgo,60.128161,18.643501,8.619543,0.824782,2102920.5
tgo,swe,8.619543,0.824782,60.128161,18.643501,2102920.5
irl,gmb,53.41291,-8.243889999999999,13.443182,-15.310139000000001,2100851.0
gmb,irl,13.443182,-15.310139000000001,53.41291,-8.243889999999999,2100851.0
can,bdi,56.130366,-106.34677099999999,-3.3730559999999996,29.918885999999997,2099750.5
bdi,can,-3.3730559999999996,29.918885999999997,56.130366,-106.34677099999999,2099750.5
mdg,hun,-18.766947000000002,46.869107,47.162494,19.503304,2098781.5
hun,mdg,47.162494,19.503304,-18.766947000000002,46.869107,2098781.5
blr,zmb,53.709807,27.953389,-13.133897,27.849332,2095843.5
zmb,blr,-13.133897,27.849332,53.709807,27.953389,2095843.5
hun,slv,47.162494,19.503304,13.794185,-88.89653,2095558.5
slv,hun,13.794185,-88.89653,47.162494,19.503304,2095558.5
mne,sgp,42.708678000000006,19.37439,1.352083,103.819836,2092604.0
sgp,mne,1.352083,103.819836,42.708678000000006,19.37439,2092604.0
rou,mli,45.943160999999996,24.96676,17.570692,-3.9961660000000006,2091087.5
mli,rou,17.570692,-3.9961660000000006,45.943160999999996,24.96676,2091087.5
bra,vct,-14.235004,-51.92528,12.984305,-61.287228000000006,2070197.5
vct,bra,12.984305,-61.287228000000006,-14.235004,-51.92528,2070197.5
tza,gha,-6.369028,34.888822,7.946527000000001,-1.0231940000000002,2060206.0
gha,tza,7.946527000000001,-1.0231940000000002,-6.369028,34.888822,2060206.0
srb,nzl,44.016521000000004,21.005859,-40.900557,174.88597099999998,2056851.0
nzl,srb,-40.900557,174.88597099999998,44.016521000000004,21.005859,2056851.0
hun,lca,47.162494,19.503304,13.909444,-60.97889300000001,2055067.5
lca,hun,13.909444,-60.97889300000001,47.162494,19.503304,2055067.5
mus,tun,-20.348404000000002,57.552152,33.886917,9.537499,2046790.0
tun,mus,33.886917,9.537499,-20.348404000000002,57.552152,2046790.0
nor,kgz,60.472024,8.468946,41.20438,74.766098,2045314.0
kgz,nor,41.20438,74.766098,60.472024,8.468946,2045314.0
dnk,kgz,56.26392,9.501785,41.20438,74.766098,2043509.0
kgz,dnk,41.20438,74.766098,56.26392,9.501785,2043509.0
mng,arg,46.862496,103.84665600000001,-38.416097,-63.616671999999994,2039045.5
arg,mng,-38.416097,-63.616671999999994,46.862496,103.84665600000001,2039045.5
atg,ind,17.060816,-61.796428000000006,20.593684,78.96288,2036887.5
ind,atg,20.593684,78.96288,17.060816,-61.796428000000006,2036887.5
omn,gha,21.512583,55.923255000000005,7.946527000000001,-1.0231940000000002,2031185.0
gha,omn,7.946527000000001,-1.0231940000000002,21.512583,55.923255000000005,2031185.0
lka,geo,7.873054,80.77179699999999,42.315407,43.356891999999995,2024702.5
geo,lka,42.315407,43.356891999999995,7.873054,80.77179699999999,2024702.5
mex,kgz,23.634501,-102.552784,41.20438,74.766098,2019856.0
kgz,mex,41.20438,74.766098,23.634501,-102.552784,2019856.0
kgz,est,41.20438,74.766098,58.595271999999994,25.013607,2010912.5
est,kgz,58.595271999999994,25.013607,41.20438,74.766098,2010912.5
brn,irl,4.535277,114.72766899999999,53.41291,-8.243889999999999,2007337.0
irl,brn,53.41291,-8.243889999999999,4.535277,114.72766899999999,2007337.0
mex,sdn,23.634501,-102.552784,12.862807,30.217636,1998880.0
sdn,mex,12.862807,30.217636,23.634501,-102.552784,1998880.0
arm,mar,40.069099,45.038189,31.791702,-7.09262,1996862.0
mar,arm,31.791702,-7.09262,40.069099,45.038189,1996862.0
tgo,aut,8.619543,0.824782,47.516231,14.550072,1995690.5
aut,tgo,47.516231,14.550072,8.619543,0.824782,1995690.5
dom,lva,18.735692999999998,-70.162651,56.879635,24.603189,1993420.5
lva,dom,56.879635,24.603189,18.735692999999998,-70.162651,1993420.5
caf,dnk,6.611111,20.939444,56.26392,9.501785,1979920.5
dnk,caf,56.26392,9.501785,6.611111,20.939444,1979920.5
grc,hnd,39.074208,21.824312,15.199998999999998,-86.241905,1978893.0
hnd,grc,15.199998999999998,-86.241905,39.074208,21.824312,1978893.0
ken,geo,-0.023559,37.906193,42.315407,43.356891999999995,1978132.0
geo,ken,42.315407,43.356891999999995,-0.023559,37.906193,1978132.0
hrv,gha,45.1,15.2,7.946527000000001,-1.0231940000000002,1975967.5
gha,hrv,7.946527000000001,-1.0231940000000002,45.1,15.2,1975967.5
per,jor,-9.189967,-75.015152,30.585164000000002,36.238414,1973239.0
jor,per,30.585164000000002,36.238414,-9.189967,-75.015152,1973239.0
vct,jam,12.984305,-61.287228000000006,18.109581,-77.297508,1970970.5
jam,vct,18.109581,-77.297508,12.984305,-61.287228000000006,1970970.5
gmb,egy,13.443182,-15.310139000000001,26.820553000000004,30.802497999999996,1970662.5
egy,gmb,26.820553000000004,30.802497999999996,13.443182,-15.310139000000001,1970662.5
pak,jam,30.375321000000003,69.345116,18.109581,-77.297508,1956448.5
jam,pak,18.109581,-77.297508,30.375321000000003,69.345116,1956448.5
bih,chl,43.915886,17.679076000000002,-35.675146999999996,-71.542969,1954991.5
chl,bih,-35.675146999999996,-71.542969,43.915886,17.679076000000002,1954991.5
hrv,mda,45.1,15.2,47.411631,28.369884999999996,1954953.0
mda,hrv,47.411631,28.369884999999996,45.1,15.2,1954953.0
mng,bgr,46.862496,103.84665600000001,42.733883,25.48583,1954331.5
bgr,mng,42.733883,25.48583,46.862496,103.84665600000001,1954331.5
bel,lca,50.503887,4.469936,13.909444,-60.97889300000001,1949411.0
lca,bel,13.909444,-60.97889300000001,50.503887,4.469936,1949411.0
ltu,ken,55.169438,23.881275,-0.023559,37.906193,1947208.0
ken,ltu,-0.023559,37.906193,55.169438,23.881275,1947208.0
lca,hnd,13.909444,-60.97889300000001,15.199998999999998,-86.241905,1944915.0
hnd,lca,15.199998999999998,-86.241905,13.909444,-60.97889300000001,1944915.0
zaf,caf,-30.559482,22.937506,6.611111,20.939444,1944143.5
caf,zaf,6.611111,20.939444,-30.559482,22.937506,1944143.5
npl,svk,28.394857000000002,84.12400799999999,48.669026,19.699023999999998,1927285.5
svk,npl,48.669026,19.699023999999998,28.394857000000002,84.12400799999999,1927285.5
aus,brb,-25.274398,133.775136,13.193887,-59.543198,1923226.5
brb,aus,13.193887,-59.543198,-25.274398,133.775136,1923226.5
tza,lux,-6.369028,34.888822,49.815273,6.129583,1921030.0
lux,tza,49.815273,6.129583,-6.369028,34.888822,1921030.0
omn,est,21.512583,55.923255000000005,58.595271999999994,25.013607,1917900.5
est,omn,58.595271999999994,25.013607,21.512583,55.923255000000005,1917900.5
dnk,brn,56.26392,9.501785,4.535277,114.72766899999999,1917791.5
brn,dnk,4.535277,114.72766899999999,56.26392,9.501785,1917791.5
lca,cri,13.909444,-60.97889300000001,9.748917,-83.753428,1916261.0
cri,lca,9.748917,-83.753428,13.909444,-60.97889300000001,1916261.0
kna,fra,17.357822,-62.782998,46.227638,2.213749,1915090.0
fra,kna,46.227638,2.213749,17.357822,-62.782998,1915090.0
ben,grc,9.30769,2.315834,39.074208,21.824312,1913350.5
grc,ben,39.074208,21.824312,9.30769,2.315834,1913350.5
can,swz,56.130366,-106.34677099999999,-26.522503000000004,31.465866,1912625.0
swz,can,-26.522503000000004,31.465866,56.130366,-106.34677099999999,1912625.0
arm,kgz,40.069099,45.038189,41.20438,74.766098,1890613.0
kgz,arm,41.20438,74.766098,40.069099,45.038189,1890613.0
blz,dom,17.189877,-88.49765,18.735692999999998,-70.162651,1889075.0
dom,blz,18.735692999999998,-70.162651,17.189877,-88.49765,1889075.0
kwt,tza,29.311659999999996,47.481766,-6.369028,34.888822,1887751.5
tza,kwt,-6.369028,34.888822,29.311659999999996,47.481766,1887751.5
grc,brb,39.074208,21.824312,13.193887,-59.543198,1882642.5
brb,grc,13.193887,-59.543198,39.074208,21.824312,1882642.5
mys,bwa,4.210483999999999,101.97576600000001,-22.328474,24.684866,1882182.5
bwa,mys,-22.328474,24.684866,4.210483999999999,101.97576600000001,1882182.5
pak,nam,30.375321000000003,69.345116,-22.957639999999998,18.49041,1878656.0
nam,pak,-22.957639999999998,18.49041,30.375321000000003,69.345116,1878656.0
per,omn,-9.189967,-75.015152,21.512583,55.923255000000005,1876831.5
omn,per,21.512583,55.923255000000005,-9.189967,-75.015152,1876831.5
sle,nzl,8.460555000000001,-11.779889,-40.900557,174.88597099999998,1876043.5
nzl,sle,-40.900557,174.88597099999998,8.460555000000001,-11.779889,1876043.5
ecu,isl,-1.8312389999999998,-78.183406,64.96305100000001,-19.020835,1869875.5
isl,ecu,64.96305100000001,-19.020835,-1.8312389999999998,-78.183406,1869875.5
bol,rou,-16.290154,-63.588653,45.943160999999996,24.96676,1869591.5
rou,bol,45.943160999999996,24.96676,-16.290154,-63.588653,1869591.5
tgo,kwt,8.619543,0.824782,29.311659999999996,47.481766,1861866.0
kwt,tgo,29.311659999999996,47.481766,8.619543,0.824782,1861866.0
moz,bdi,-18.665695,35.529562,-3.3730559999999996,29.918885999999997,1861256.5
bdi,moz,-3.3730559999999996,29.918885999999997,-18.665695,35.529562,1861256.5
hnd,lux,15.199998999999998,-86.241905,49.815273,6.129583,1860066.0
lux,hnd,49.815273,6.129583,15.199998999999998,-86.241905,1860066.0
kna,dom,17.357822,-62.782998,18.735692999999998,-70.162651,1859588.0
dom,kna,18.735692999999998,-70.162651,17.357822,-62.782998,1859588.0
cri,mne,9.748917,-83.753428,42.708678000000006,19.37439,1859165.5
mne,cri,42.708678000000006,19.37439,9.748917,-83.753428,1859165.5
uga,lux,1.373333,32.290275,49.815273,6.129583,1856810.0
lux,uga,49.815273,6.129583,1.373333,32.290275,1856810.0
pry,sle,-23.442503,-58.44383199999999,8.460555000000001,-11.779889,1856549.0
sle,pry,8.460555000000001,-11.779889,-23.442503,-58.44383199999999,1856549.0
tur,brn,38.963745,35.243322,4.535277,114.72766899999999,1849255.5
brn,tur,4.535277,114.72766899999999,38.963745,35.243322,1849255.5
chl,zmb,-35.675146999999996,-71.542969,-13.133897,27.849332,1843449.5
zmb,chl,-13.133897,27.849332,-35.675146999999996,-71.542969,1843449.5
mdv,phl,3.202778,73.22068,12.879721,121.77401699999999,1841632.0
phl,mdv,12.879721,121.77401699999999,3.202778,73.22068,1841632.0
kna,sgp,17.357822,-62.782998,1.352083,103.819836,1835935.0
sgp,kna,1.352083,103.819836,17.357822,-62.782998,1835935.0
dom,kaz,18.735692999999998,-70.162651,48.019573,66.923684,1835201.5
kaz,dom,48.019573,66.923684,18.735692999999998,-70.162651,1835201.5
pol,syc,51.919438,19.145135999999997,-4.679574,55.491977,1834509.5
syc,pol,-4.679574,55.491977,51.919438,19.145135999999997,1834509.5
mwi,uga,-13.254307999999998,34.301525,1.373333,32.290275,1833586.5
uga,mwi,1.373333,32.290275,-13.254307999999998,34.301525,1833586.5
bmu,esp,32.321384,-64.75737,40.463667,-3.7492199999999998,1830965.0
esp,bmu,40.463667,-3.7492199999999998,32.321384,-64.75737,1830965.0
mdg,uga,-18.766947000000002,46.869107,1.373333,32.290275,1817062.0
uga,mdg,1.373333,32.290275,-18.766947000000002,46.869107,1817062.0
mys,bdi,4.210483999999999,101.97576600000001,-3.3730559999999996,29.918885999999997,1807681.0
bdi,mys,-3.3730559999999996,29.918885999999997,4.210483999999999,101.97576600000001,1807681.0
kna,jam,17.357822,-62.782998,18.109581,-77.297508,1801312.0
jam,kna,18.109581,-77.297508,17.357822,-62.782998,1801312.0
syc,ken,-4.679574,55.491977,-0.023559,37.906193,1798445.0
ken,syc,-0.023559,37.906193,-4.679574,55.491977,1798445.0
sgp,nic,1.352083,103.819836,12.865416,-85.207229,1795139.0
nic,sgp,12.865416,-85.207229,1.352083,103.819836,1795139.0
sle,lva,8.460555000000001,-11.779889,56.879635,24.603189,1795092.0
lva,sle,56.879635,24.603189,8.460555000000001,-11.779889,1795092.0
gmb,kor,13.443182,-15.310139000000001,35.907757000000004,127.766922,1791513.5
kor,gmb,35.907757000000004,127.766922,13.443182,-15.310139000000001,1791513.5
alb,ury,41.153332,20.168331,-32.522779,-55.765834999999996,1784593.0
ury,alb,-32.522779,-55.765834999999996,41.153332,20.168331,1784593.0
bih,nzl,43.915886,17.679076000000002,-40.900557,174.88597099999998,1779441.0
nzl,bih,-40.900557,174.88597099999998,43.915886,17.679076000000002,1779441.0
lux,sdn,49.815273,6.129583,12.862807,30.217636,1773177.0
sdn,lux,12.862807,30.217636,49.815273,6.129583,1773177.0
alb,lux,41.153332,20.168331,49.815273,6.129583,1773110.0
lux,alb,49.815273,6.129583,41.153332,20.168331,1773110.0
ben,ury,9.30769,2.315834,-32.522779,-55.765834999999996,1772238.0
ury,ben,-32.522779,-55.765834999999996,9.30769,2.315834,1772238.0
isl,lka,64.96305100000001,-19.020835,7.873054,80.77179699999999,1769582.5
lka,isl,7.873054,80.77179699999999,64.96305100000001,-19.020835,1769582.5
fin,jam,61.92411,25.748151,18.109581,-77.297508,1767347.0
jam,fin,18.109581,-77.297508,61.92411,25.748151,1767347.0
svk,nic,48.669026,19.699023999999998,12.865416,-85.207229,1761208.0
nic,svk,12.865416,-85.207229,48.669026,19.699023999999998,1761208.0
mne,arg,42.708678000000006,19.37439,-38.416097,-63.616671999999994,1758140.0
arg,mne,-38.416097,-63.616671999999994,42.708678000000006,19.37439,1758140.0
grc,bol,39.074208,21.824312,-16.290154,-63.588653,1743294.5
bol,grc,-16.290154,-63.588653,39.074208,21.824312,1743294.5
arm,lux,40.069099,45.038189,49.815273,6.129583,1741722.5
lux,arm,49.815273,6.129583,40.069099,45.038189,1741722.5
mli,lka,17.570692,-3.9961660000000006,7.873054,80.77179699999999,1736554.0
lka,mli,7.873054,80.77179699999999,17.570692,-3.9961660000000006,1736554.0
mne,mex,42.708678000000006,19.37439,23.634501,-102.552784,1735799.0
mex,mne,23.634501,-102.552784,42.708678000000006,19.37439,1735799.0
tza,geo,-6.369028,34.888822,42.315407,43.356891999999995,1727802.5
geo,tza,42.315407,43.356891999999995,-6.369028,34.888822,1727802.5
mar,cpv,31.791702,-7.09262,16.002082,-24.013197,1719098.0
cpv,mar,16.002082,-24.013197,31.791702,-7.09262,1719098.0
mda,zaf,47.411631,28.369884999999996,-30.559482,22.937506,1715536.0
zaf,mda,-30.559482,22.937506,47.411631,28.369884999999996,1715536.0
aus,arm,-25.274398,133.775136,40.069099,45.038189,1714940.0
arm,aus,40.069099,45.038189,-25.274398,133.775136,1714940.0
kgz,mda,41.20438,74.766098,47.411631,28.369884999999996,1713439.0
mda,kgz,47.411631,28.369884999999996,41.20438,74.766098,1713439.0
omn,cmr,21.512583,55.923255000000005,7.369722,12.354722,1711182.0
cmr,omn,7.369722,12.354722,21.512583,55.923255000000005,1711182.0
mne,dnk,42.708678000000006,19.37439,56.26392,9.501785,1709372.0
dnk,mne,56.26392,9.501785,42.708678000000006,19.37439,1709372.0
egy,aze,26.820553000000004,30.802497999999996,40.143105,47.576927000000005,1704060.0
aze,egy,40.143105,47.576927000000005,26.820553000000004,30.802497999999996,1704060.0
tza,hrv,-6.369028,34.888822,45.1,15.2,1697389.5
hrv,tza,45.1,15.2,-6.369028,34.888822,1697389.5
sen,irn,14.497401000000002,-14.452361999999999,32.427908,53.68804599999999,1692705.5
irn,sen,32.427908,53.68804599999999,14.497401000000002,-14.452361999999999,1692705.5
srb,per,44.016521000000004,21.005859,-9.189967,-75.015152,1692372.0
per,srb,-9.189967,-75.015152,44.016521000000004,21.005859,1692372.0
dza,ben,28.033886,1.6596259999999998,9.30769,2.315834,1683862.0
ben,dza,9.30769,2.315834,28.033886,1.6596259999999998,1683862.0
nic,bol,12.865416,-85.207229,-16.290154,-63.588653,1683638.0
bol,nic,-16.290154,-63.588653,12.865416,-85.207229,1683638.0
cmr,col,7.369722,12.354722,4.570868,-74.297333,1680093.0
col,cmr,4.570868,-74.297333,7.369722,12.354722,1680093.0
mex,tgo,23.634501,-102.552784,8.619543,0.824782,1679236.0
tgo,mex,8.619543,0.824782,23.634501,-102.552784,1679236.0
bih,cyp,43.915886,17.679076000000002,35.126413,33.429859,1678027.0
cyp,bih,35.126413,33.429859,43.915886,17.679076000000002,1678027.0
nga,col,9.081999,8.675277000000001,4.570868,-74.297333,1677589.5
col,nga,4.570868,-74.297333,9.081999,8.675277000000001,1677589.5
lca,che,13.909444,-60.97889300000001,46.818188,8.227511999999999,1676373.0
